course_name,course_code,section,Fall-2024,registration_dates,level,credit,campus,schedule_type,instructional_method,type,time,days,location,date_range,lecture_type,instructors
Current Issues in Management and Business Ethics,81404,BSAD 45000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,9:30 am - 10:45 am,TR,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,George G  Klemic (P)
Current Issues in Management and Business Ethics,81594,BSAD 45000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,Robert O  Aspy (P)
Strategic Management Theories and Application,81403,BSAD 46000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,2:00 pm - 4:40 pm,T,St Charles Borromeo SB 157,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Strategic Management Theories and Application,81595,BSAD 46000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,William   McKeown (P)
Contemporary Management Practice,81370,BSAD 50800,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,R,Oakbrook OB 739A,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Critical Thinking and Communication,81369,BSAD 51000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,W,Oakbrook OB 739A,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Fundamentals of the Business Enterprise,81365,BSAD 52000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,Scott A  Kerth (P)
Fundamentals of the Business Enterprise,81366,BSAD 52000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,W,Oakbrook OB 731,"Oct 21, 2024 - Dec 14, 2024",Lecture,Tamara R  Peterson (P)
Fundamentals of the Business Enterprise,81367,BSAD 52000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,Oakbrook OB 730,"Aug 26, 2024 - Oct 19, 2024",Lecture,Tamara R  Peterson (P)
Fundamentals of the Business Enterprise,81368,BSAD 52000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,St Charles Borromeo SB 152,"Oct 21, 2024 - Dec 14, 2024",Lecture,Tamara R  Peterson (P)
Ethical Strategic Management,81363,BSAD 53000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,Shan   Lin (P)
Ethical Strategic Management,81364,BSAD 53000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,W,Oakbrook OB 735,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Accounting and Business Information Systems,81346,BSAN 20000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 2:15 pm,MW,St Charles Borromeo SB 146,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Accounting and Business Information Systems,81348,BSAN 20000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:30 am - 10:45 am,TR,St Charles Borromeo SB 145,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Accounting and Business Information Systems,81350,BSAN 20000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 8:40 pm,T,St Charles Borromeo SB 145,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Accounting and Business Information Systems,81598,BSAN 20000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,Melissa M  Eichelberger (P)
Introduction to Business Analytics,81353,BSAN 23000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Introduction to Business Analytics for Accountants,81808,BSAN 23100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Business Intelligence,81354,BSAN 33400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:30 am - 10:45 am,TR,St Charles Borromeo SB 146,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Business Statistics,81356,BSAN 34900,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 2:15 pm,MW,St Charles Borromeo SB 147,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Business Statistics,81357,BSAN 34900,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,11:00 am - 12:15 pm,TR,St Charles Borromeo SB 141,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Business Statistics,81599,BSAN 34900,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,Diane   Nead (P)
Decision Science,81358,BSAN 35000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 2:15 pm,MW,St Charles Borromeo SB 144,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Decision Science,81359,BSAN 35000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:30 am - 10:45 am,TR,St Charles Borromeo SB 171,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Business Process Automation,81360,BSAN 41500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Business Data Warehousing,81361,BSAN 43000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Quantitative Methods of Business,81326,BSAN 50400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,R,Oakbrook OB 731,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Quantitative Methods of Business,81327,BSAN 50400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Quantitative Methods of Business,81328,BSAN 50400,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,R,St Charles Borromeo SB 144,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Quantitative Methods of Business,81812,BSAN 50400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,W,St Charles Borromeo SB 145,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Quantitative Methods of Business,81819,BSAN 50400,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Quantitative Methods of Business,81820,BSAN 50400,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,M,Oakbrook OB 742,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Quantitative Methods of Business,81912,BSAN 50400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,Oakbrook OB 735,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Quantitative Methods of Business,81913,BSAN 50400,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,St Charles Borromeo SB 147,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Business Forecasting & Visualization,81329,BSAN 50500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,Oakbrook OB 739A,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Business Forecasting & Visualization,81330,BSAN 50500,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Business Forecasting & Visualization,81331,BSAN 50500,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,M,St Charles Borromeo SB 145,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Business Forecasting & Visualization,81813,BSAN 50500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Business Forecasting & Visualization,81814,BSAN 50500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,R,St Charles Borromeo SB 147,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Business Forecasting & Visualization,81943,BSAN 50500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,R,Oakbrook OB 742,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Business Data Warehousing,81332,BSAN 53600,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,Oakbrook OB 739A,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Business Data Warehousing,81821,BSAN 53600,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Business Data Warehousing,81822,BSAN 53600,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,W,St Charles Borromeo SB 145,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Visualizing Information,81334,BSAN 53800,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Visualizing Information,81810,BSAN 53800,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,M,Oakbrook OB 730,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Visualizing Information,81823,BSAN 53800,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,R,Oakbrook OB 715,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Visualizing Information,81915,BSAN 53800,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,St Charles Borromeo SB 146,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Visualizing Information,81916,BSAN 53800,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,R,St Charles Borromeo SB 145,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Data Mining for Business Decisions,81335,BSAN 54000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,6:00 pm - 10:00 pm,W,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Data Mining for Business Decisions,81815,BSAN 54000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,W,St Charles Borromeo SB 147,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Data Mining for Business Decisions,81824,BSAN 54000,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Operations Management,81336,BSAN 56200,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Operations Management,81811,BSAN 56200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,W,Oakbrook OB 739A,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Operations Management,81825,BSAN 56200,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,W,Oakbrook OB 730,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Coordinating and Managing Supply Chains,81920,BSAN 56400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,M,Oakbrook OB 735,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Coordinating and Managing Supply Chains,81921,BSAN 56400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,St Charles Borromeo SB 144,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Supply Chain Management Analytics,81922,BSAN 56900,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,M,Oakbrook OB 739A,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Supply Chain Management Analytics,81923,BSAN 56900,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,St Charles Borromeo SB 144,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Database Management,81337,BSAN 59400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Database Management,81816,BSAN 59400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,M,St Charles Borromeo SB 147,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Database Management,81817,BSAN 59400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,W,Oakbrook OB 733,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Database Management,81931,BSAN 59400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,M,St Charles Borromeo SB 146,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Database Management,81932,BSAN 59400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,Oakbrook OB 733,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Introduction to Healthcare Informatics,81946,BSAN 67500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,Oakbrook OB 743,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
"Healthcare Data Security, Privacy and Confidentiality",81949,BSAN 67600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Healthcare Data Analysis and Design,81338,BSAN 67700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Healthcare Data Analysis and Design,81991,BSAN 67700,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Blended Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,W,Oakbrook OB 733,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Healthcare Data Analysis and Design,81991,BSAN 67700,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Business Intelligence and Data Analysis,81339,BSAN 67900,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,Oakbrook OB 731,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Business Intelligence and Data Analysis,81340,BSAN 67900,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Business Intelligence and Data Analysis,81342,BSAN 67900,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Business Intelligence and Data Analysis,81818,BSAN 67900,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,St Charles Borromeo SB 147,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Business Intelligence and Data Analysis,81826,BSAN 67900,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,T,St Charles Borromeo SB 146,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Business Intelligence and Data Analysis,81827,BSAN 67900,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,R,St Charles Borromeo SB 146,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Business Intelligence and Data Analysis,81924,BSAN 67900,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Oak Brook Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 10:00 pm,W,Oakbrook OB 731,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Business Analytics Capstone,81344,BSAN 69500,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Capstone Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Capstone,TBA
